Num_pub;Pays pub;Nb pays;Date prior;Date est expi;Date expi;Statut;Classification;Entreprise;Year pub;Year exp;Duree active
US10689210B2;US;20;2003-10-30;0000-00-00;2005-04-12;Status Active;B; Cytonome ST LLC;2003;2005;2
US10768510B2;US;12;2005-07-01;0000-00-00;2015-10-23;Status Active;G; Really Right Stuff LLC;2005;2015;10
US10842455B2;US;4;2005-03-05;0000-00-00;2017-09-24;Status Active;A; University of California;2005;2017;12
US10734481B2;US;8;2004-03-09;0000-00-00;2015-04-27;Status Active;H; GREENTHREAD LLC;2004;2015;11
US10820993B2;US;17;2008-01-24;0000-00-00;2009-07-30;Status Active;A; Medtronic Inc;2008;2009;1
US10880177B2;US;12;1996-05-23;0000-00-00;2020-05-20;Status Expire;H; Live Nation Entertainment Inc;1996;2020;24
US10858418B2;US;47;2011-06-23;0000-00-00;2018-02-14;Status Active;A; Ablynx NV;2011;2018;7
US10687075B2;US;21;2001-12-17;0000-00-00;2003-04-07;Status Active;H; Microsoft Technology Licensing LLC;2001;2003;2
US10872495B2;US;13;2008-12-11;0000-00-00;2015-06-24;Status Active;G; SG Gaming Inc;2008;2015;7
US10785597B2;US;11;2016-06-28;0000-00-00;2016-09-23;Status Active;H; Snap Inc Snapchat Inc;2016;2016;0
US10841141B2;US;14;2004-03-15;0000-00-00;2012-05-11;Status Active;H; Apple Inc;2004;2012;8
US10779113B2;US;27;2014-06-13;0000-00-00;2016-09-23;Status Active;H; Snap Inc Snapchat Inc;2014;2016;2
US10797973B2;US;59;2015-05-06;0000-00-00;2016-04-26;Status Active;H; Cisco Technology Inc;2015;2016;1
US10817945B2;US;24;2006-06-19;0000-00-00;2013-05-09;Status Active;G; IP Reservoir LLC;2006;2013;7
US10789986B2;US;20;2005-05-23;0000-00-00;2016-07-02;Status Active;H; Open Text SA ULC Open Text SA;2005;2016;11
US10824464B2;US;8;2012-12-21;0000-00-00;2013-06-17;Status Active;G; Commvault Systems Inc;2012;2013;1
US10729543B2;US;73;2010-05-10;0000-00-00;2014-05-10;Status Active;A; Edwards Lifesciences Corp;2010;2014;4
US10844338B1;US;25;2002-08-04;0000-00-00;2009-03-09;Status Active;C; Octane Biotech Inc;2002;2009;7
US10859375B2;US;5;2014-10-10;0000-00-00;2015-10-08;Status Active;G; Hand Held Products Inc;2014;2015;1
US10749622B2;US;9;2014-03-03;0000-00-00;2015-02-11;Status Active;H; Inphi Corp;2014;2015;1
US10889858B2;US;22;2013-12-28;0000-00-00;2019-11-01;Status Active;C; Guardant Health Inc;2013;2019;6
US10784105B2;US;15;2011-04-11;0000-00-00;2012-11-15;Status Active;H; ASM International NV;2011;2012;1
US10856007B2;US;123;2011-09-23;0000-00-00;2017-05-23;Status Active;H; Velos Media LLC;2011;2017;6
US10743893B2;US;10;2011-05-08;0000-00-00;2019-06-26;Status Active;A; Route 92 Medical Inc;2011;2019;8
US10787403B2;US;42;2007-12-19;0000-00-00;2009-03-24;Status Active;C; Occidental Chemical Corp;2007;2009;2
US10811053B2;US;6;2014-12-19;0000-00-00;2016-09-23;Status Active;G; Snap Inc;2014;2016;2
US10764679B2;US;36;2016-02-22;0000-00-00;2017-10-12;Status Active;H; Sonos Inc;2016;2017;1
US10698322B2;US;16;2014-11-26;0000-00-00;2015-01-14;Status Active;G; ASML Netherlands BV;2014;2015;1
US10805593B2;US;16;2015-02-17;0000-00-00;2020-05-13;Status Active;H; Nevermind Capital LLC;2015;2020;5
AU2019275668B2;AU;10;2013-07-03;0000-00-00;2019-06-27;Status Active;A; Covidien LP;2013;2019;6
US10791407B2;US;19;2014-03-17;0000-00-00;2014-06-27;Status Active;H; Sonon Inc Sonos Inc;2014;2014;0
AU2019275591B2;AU;51;2011-07-19;0000-00-00;2019-05-27;Status Active;C; MSD BV;2011;2019;8
US10890740B2;US;14;2012-06-07;0000-00-00;2015-10-26;Status Active;H; Largan Precision Co Ltd;2012;2015;3
AU2019275554B2;AU;16;2012-03-08;0000-00-00;2019-05-27;Status Active;A; Stryker Corp;2012;2019;7
US10783783B2;US;27;2007-12-02;0000-00-00;2019-02-22;Status Active;G; Carma Technology Ltd;2007;2019;12
US10729964B2;US;13;2012-01-19;0000-00-00;2012-09-24;Status Active;A; R/GA Nike Inc;2012;2012;0
US10749434B2;US;9;2008-08-05;0000-00-00;2009-05-07;Status Active;H; Massachusetts Institute of Technology;2008;2009;1
US10661147B2;US;16;2004-05-11;0000-00-00;2009-01-06;Status Active;A; Nike Inc;2004;2009;5
US10850973B2;US;3;2011-06-27;0000-00-00;2012-07-29;Status Active;B; InvenSense Inc;2011;2012;1
US10818132B2;US;4;2010-07-19;0000-00-00;2020-01-03;Status Active;G; SG Gaming Inc;2010;2020;10
US10814101B2;US;3;2014-01-07;0000-00-00;2018-03-16;Status Active;A; Auris Health Inc;2014;2018;4
US10670881B2;US;30;2011-11-23;0000-00-00;2019-11-06;Status Active;G; Magic Leap Inc;2011;2019;8
US10888626B2;US;45;2011-08-06;0000-00-00;2016-12-19;Status Active;A; Translate Bio Inc;2011;2016;5
US10819982B2;US;163;2011-06-16;0000-00-00;2015-05-28;Status Active;H; GE Video Compression LLC;2011;2015;4
US10696347B2;US;52;2014-06-13;0000-00-00;2015-05-22;Status Active;A; Hangzhou Chic Intelligent Technology Co Ltd;2014;2015;1
US10877267B2;US;8;2006-11-07;0000-00-00;2019-06-25;Status Active;H; Optimum Imaging Technologies LLC;2006;2019;13
US10672458B1;US;14;2005-09-26;0000-00-00;2007-04-11;Status Active;H; Rambus Inc;2005;2007;2
US10893334B2;US;40;2004-07-30;0000-00-00;2016-06-18;Status Active;H; Broadband ITV Inc;2004;2016;12
US10875411B2;US;13;2009-12-23;0000-00-00;2020-08-04;Status Active;B; Proterra Inc;2009;2020;11
US10716498B2;US;37;2005-10-03;0000-00-00;2020-02-03;Status Active;A; Dexcom Inc;2005;2020;15
US10709703B2;US;76;2002-01-02;0000-00-00;2003-04-03;Status Active;A; Rigel Pharmaceuticals Inc;2002;2003;1
US10863551B2;US;29;2012-01-25;0000-00-00;2016-08-16;Status Active;H; Comcast Cable Communications LLC;2012;2016;4
US10817944B2;US;16;2002-07-15;0000-00-00;2002-07-15;Status Active;G; Trading Technologies International Inc;2002;2002;0
US10702162B2;US;13;2010-09-11;0000-00-00;2018-02-13;Status Active;A; Opsens Inc;2010;2018;8
US10873762B2;US;19;2015-09-29;0000-00-00;2016-09-29;Status Active;H; Qualcomm Inc;2015;2016;1
US10842748B2;US;25;2003-12-19;0000-00-00;2009-03-03;Status Active;B; University of North Carolina at Chapel Hill;2003;2009;6
US10696684B2;US;158;2004-03-30;0000-00-00;2010-05-05;Status Active;A; Rhodes Technologies Inc Purdue Pharma LP;2004;2010;6
US10866780B2;US;2;2014-12-15;0000-00-00;2015-11-24;Status Active;G; Hand Held Products Inc;2014;2015;1
US10848517B1;US;15;2014-12-13;0000-00-00;2014-12-22;Status Active;H; SecurityScorecard Inc;2014;2014;0
US10888254B2;US;4;2009-12-17;0000-00-00;2016-01-04;Status Active;A; Ascensia Diabetes Care Holdings AG;2009;2016;7
US10792039B2;US;15;2011-09-13;0000-00-00;2011-11-21;Status Active;A; Abbott Cardiovascular Systems Inc;2011;2011;0
US10890760B2;US;9;2014-01-21;0000-00-00;2020-05-21;Status Active;H; Mentor Acquisition One LLC;2014;2020;6
US10884618B2;US;4;2011-06-01;0000-00-00;2013-07-09;Status Active;H; BlackBerry Ltd;2011;2013;2
US10729607B2;US;25;2010-06-21;0000-00-00;2015-01-07;Status Active;A; Warsaw Orthopedic Inc;2010;2015;5
US10893074B2;US;6;2013-01-23;0000-00-00;2014-01-22;Status Active;H; Privacy Factor LLC;2013;2014;1
US10808233B2;US;17;2015-03-03;0000-00-00;2016-07-26;Status Active;C; General Hospital Corp;2015;2016;1
US10890739B2;US;8;2011-08-24;0000-00-00;2016-03-29;Status Active;G; Largan Precision Co Ltd;2011;2016;5
US10824632B2;US;7;2013-03-15;0000-00-00;2020-06-04;Status Active;H; Palantir Technologies Inc;2013;2020;7
US10785305B2;US;7;2011-08-25;0000-00-00;2016-06-15;Status Active;H; Dropbox Inc;2011;2016;5
US10575145B1;US;11;2012-01-18;0000-00-00;2013-02-15;Status Active;H; KINECTUS LLC;2012;2013;1
US10863286B2;US;9;2007-12-10;0000-00-00;2009-12-23;Status Active;H; EarLens Corp;2007;2009;2
AU2019272034B2;AU;50;2013-03-09;0000-00-00;2019-02-27;Status Active;G; Apple Inc;2013;2019;6
US10839892B2;US;8;2014-05-06;0000-00-00;2015-05-28;Status Active;G; Micron Technology Inc;2014;2015;1
US10785691B2;US;23;2007-02-28;0000-00-00;2013-02-11;Status Active;H; Unwired Planet LLC;2007;2013;6
US10891299B2;US;7;2008-04-08;0000-00-00;2016-10-11;Status Active;H; LivePerson Inc;2008;2016;8
US10669702B2;US;13;2005-06-17;0000-00-00;2019-03-06;Status Active;Y; Delta Faucet Co;2005;2019;14
US10822700B2;US;4;2014-03-31;0000-00-00;2014-04-03;Status Active;C; ASM IP Holding BV;2014;2014;0
US10709903B2;US;14;2010-02-24;0000-00-00;2011-04-20;Status Active;A; Accuracy Inc Accuray Inc;2010;2011;1
US10705091B2;US;32;2007-07-12;0000-00-00;2010-07-19;Status Active;A; Miltenyi Biotec GmbH;2007;2010;3
US10870859B2;US;46;2013-08-22;0000-00-00;2014-08-12;Status Active;C; EI Du Pont de Nemours and Co;2013;2014;1
US10741403B2;US;6;2017-02-15;0000-00-00;2017-02-27;Status Active;C; ASM IP Holding BV;2017;2017;0
US10708410B2;US;13;2011-02-05;0000-00-00;2012-05-02;Status Active;H; Chamberlain Group Inc;2011;2012;1
US10888439B2;US;7;2010-09-04;0000-00-00;2011-09-12;Status Active;A; Deka Products LP;2010;2011;1
US10818661B2;US;5;2010-10-18;0000-00-00;2010-10-13;Status Active;H; Taiwan Semiconductor Manufacturing Co TSMC Ltd;2010;2010;0
US10720898B2;US;34;2004-10-26;0000-00-00;2005-01-12;Status Active;H; Dolby Laboratories Licensing Corp;2004;2005;1
US10869095B2;US;19;2010-01-11;0000-00-00;2020-06-04;Status Active;H; Gracenote Inc;2010;2020;10
US10841261B2;US;104;2007-06-28;0000-00-00;2014-02-25;Status Active;H; Voxer IP LLC;2007;2014;7
US10745921B2;US;38;2006-02-06;0000-00-00;2013-10-07;Status Active;E; Flooring Industries Ltd SARL;2006;2013;7
US10692033B2;US;3;2016-10-06;0000-00-00;2018-05-02;Status Active;G; OneTrust LLC;2016;2018;2
US10839953B2;US;5;2011-12-21;0000-00-00;2013-04-25;Status Active;H; Deka Products LP;2011;2013;2
US10881279B2;US;9;2008-07-18;0000-00-00;2014-07-31;Status Active;A; Boston Scientific Scimed Inc;2008;2014;6
US10685543B2;US;17;2004-10-29;0000-00-00;2018-03-29;Status Active;G; Sensormatic Electronics LLC;2004;2018;14
US10796706B2;US;61;2004-01-03;0000-00-00;2017-02-06;Status Active;G; Dolby Laboratories Licensing Corp;2004;2017;13
US10881871B2;US;11;2010-08-11;0000-00-00;2011-11-02;Status Active;G; Zoll Medical Corp;2010;2011;1
US10796922B2;US;8;2014-10-14;0000-00-00;2014-12-01;Status Active;G; Applied Materials Inc;2014;2014;0
US10639521B2;US;9;2012-07-31;0000-00-00;2015-04-06;Status Active;G; Peloton Interactive Inc;2012;2015;3
US10837382B2;US;7;2014-10-11;0000-00-00;2015-10-30;Status Active;Y; Tula Technology Inc;2014;2015;1
AU2020230234B2;AU;28;2015-05-27;0000-00-00;2020-02-23;Status Active;G; Apple Inc;2015;2020;5
US10795958B2;US;9;2005-06-27;0000-00-00;2017-09-29;Status Active;G; Google LLC;2005;2017;12
US10786301B2;US;6;2005-09-15;0000-00-00;2005-11-10;Status Active;A; Cannuflow Inc;2005;2005;0
US10728678B2;US;9;2006-10-07;0000-00-00;2006-07-13;Status Active;H; Starkey Laboratories Inc;2006;2006;0
US10846894B2;US;5;2013-03-15;0000-00-00;2020-06-04;Status Active;G; Palantir Technologies Inc;2013;2020;7
US10734470B2;US;17;2012-02-08;0000-00-00;2013-07-12;Status Active;G; Samsung Display Co Ltd;2012;2013;1
US10644747B2;US;5;2017-04-10;0000-00-00;2017-09-27;Status Active;H; AT&T Intellectual Property I LP;2017;2017;0
US10893301B2;US;68;2010-04-13;0000-00-00;2015-05-28;Status Active;H; GE Video Compression LLC;2010;2015;5
US10825011B2;US;8;2005-12-20;0000-00-00;2015-08-31;Status Active;G; US Postal Service (USPS);2005;2015;10
US10820307B2;US;18;2007-03-19;0000-00-00;2020-09-01;Status Active;H; Zebra Technologies Corp;2007;2020;13
US10869889B2;US;28;2012-08-20;0000-00-00;2013-08-09;Status Active;C; Fred Hutchinson Cancer Research Center Seattle Children s Hospital;2012;2013;1
US10768538B2;US;18;2003-12-23;0000-00-00;2004-08-25;Status Active;G; ASML Netherlands BV;2003;2004;1
US10846722B2;US;34;2008-09-09;0000-00-00;2009-11-20;Status Active;G; Truecar Inc;2008;2009;1
US10888396B2;US;5;2016-06-17;0000-00-00;2017-07-27;Status Active;H; Align Technology Inc;2016;2017;1
US10750434B2;US;15;2012-04-19;0000-00-00;2013-04-23;Status Active;H; Samsung Electronics Co Ltd;2012;2013;1
US10882840B2;US;16;2008-07-25;0000-00-00;2009-01-08;Status Active;C; Aerie Pharmaceuticals Inc;2008;2009;1
US10727969B2;US;24;2006-12-19;0000-00-00;2018-12-20;Status Active;H; Wild Guard Ltd;2006;2018;12
US10828774B2;US;4;2010-12-02;0000-00-00;2010-03-05;Status Active;B; Intuitive Surgical Operations Inc;2010;2010;0
US10645392B2;US;11;2008-04-08;0000-00-00;2008-11-19;Status Active;H; Dolby Laboratories Licensing Corp;2008;2008;0
US10860179B2;US;4;2009-07-22;0000-00-00;2014-10-14;Status Active;G; Microsoft Technology Licensing LLC;2009;2014;5
US10796400B2;US;26;2003-11-20;0000-00-00;2006-10-25;Status Active;G; ATI Technologies ULC;2003;2006;3
US10622069B2;US;19;2010-07-02;0000-00-00;2020-07-20;Status Active;G; Silicon Storage Technology Inc Zeno Semiconductor Inc;2010;2020;10
US10799327B2;US;12;2012-02-23;0000-00-00;2016-12-13;Status Active;B; B & D DENTAL Corp;2012;2016;4
US10752919B2;US;33;2012-01-11;0000-00-00;2015-05-11;Status Active;G; Factor Bioscience Inc;2012;2015;3
US10740663B2;US;3;2015-12-08;['2035-08-12'];2015-07-24;Status Active;G; Hand Held Products Inc;2015;2015;0
US10770596B2;US;16;2009-09-10;0000-00-00;2010-09-24;Status Active;H; Semiconductor Energy Laboratory Co Ltd;2009;2010;1
US10727902B2;US;5;2016-08-12;0000-00-00;2017-01-05;Status Active;H; AT&T Intellectual Property I LP;2016;2017;1
US10844486B2;US;11;2009-06-04;0000-00-00;2016-06-28;Status Active;Y; ASM IP Holding BV ASM America Inc;2009;2016;7
US10880607B2;US;8;2003-06-11;0000-00-00;2020-06-01;Status Active;H; Rovi Guides Inc;2003;2020;17
US10695491B2;US;24;2009-01-12;0000-00-00;2012-07-25;Status Active;A; Sanofi Aventis Deutschland GmbH;2009;2012;3
US10758744B2;US;89;2008-07-11;0000-00-00;2011-10-06;Status Active;A; Klox Technologies Inc;2008;2011;3
AU2019246934B2;AU;24;2011-09-27;0000-00-00;2019-09-24;Status Active;G; Apple Inc;2011;2019;8
US10777615B2;US;21;2000-05-06;0000-00-00;2001-05-23;Status Active;Y; Semiconductor Energy Laboratory Co Ltd;2000;2001;1
US10778402B2;US;27;2012-09-05;0000-00-00;2014-11-04;Status Active;Y; Samsung Electronics Co Ltd;2012;2014;2
USD905782S1;US;14;2011-10-28;0000-00-00;2011-12-31;Status Active;G; Google LLC;2011;2011;0
US10769955B2;US;17;2007-10-25;0000-00-00;2010-11-05;Status Active;G; STRATA SAFETY PRODUCTS LLC;2007;2010;3
US10789611B2;US;13;2005-09-30;0000-00-00;2018-03-15;Status Active;G; Sony Interactive Entertainment LLC;2005;2018;13
US10617519B2;US;23;2011-11-08;0000-00-00;2012-09-14;Status Active;C; Tendyne Holdings Inc;2011;2012;1
US10791640B2;US;9;2005-09-19;0000-00-00;2006-11-01;Status Active;H; Chatsworth Products Inc;2005;2006;1
US10863224B2;US;4;2005-05-23;0000-00-00;2016-07-02;Status Active;G; Open Text SA ULC Open Text SA;2005;2016;11
US10857221B2;US;27;2005-01-27;0000-00-00;2008-03-14;Status Active;Y; Children s Hospital Oakland Research Center;2005;2008;3
US10850386B2;US;5;2010-09-04;0000-00-00;2019-12-20;Status Active;B; Willow Garage LLC;2010;2019;9
US10810803B2;US;10;2010-02-02;0000-00-00;2014-12-09;Status Active;G; Sony Corp;2010;2014;4
US10849437B2;US;4;2006-06-09;0000-00-00;2019-07-31;Status Active;A; Sleep Technologies LLC;2006;2019;13
US10750790B2;US;12;2015-10-22;0000-00-00;2015-12-19;Status Active;F; Shenzhen Smoore Technology Ltd;2015;2015;0
US10887841B2;US;33;2013-03-01;0000-00-00;2015-05-19;Status Active;H; LG Electronics Inc;2013;2015;2
US10787706B2;US;12;2010-12-16;0000-00-00;2013-11-05;Status Active;C; GIGAGEN Inc;2010;2013;3
US10846478B2;US;10;2016-11-18;0000-00-00;2018-01-02;Status Active;G; Salesforce com Inc;2016;2018;2
AU2019257353B2;AU;17;2015-07-06;0000-00-00;2019-03-25;Status Active;G; Apple Inc;2015;2019;4
US10823894B2;US;25;2016-08-22;0000-00-00;2020-05-21;Status Active;G; Magic Leap Inc;2016;2020;4
US10796733B2;US;15;2013-04-03;0000-00-00;2013-02-27;Status Active;G; Micron Technology Inc;2013;2013;0
US10845169B2;US;52;2010-10-11;0000-00-00;2019-11-05;Status Active;B; True Velocity IP Holdings LLC;2010;2019;9
US10595731B2;US;8;2013-12-12;0000-00-00;2020-02-07;Status Active;G; AliveCor Inc;2013;2020;7
US10598848B2;US;10;2011-09-03;0000-00-00;2020-07-31;Status Active;G; FLEx Lighting ll LLC;2011;2020;9
US10798505B2;US;10;2015-05-29;0000-00-00;2020-10-09;Status Active;G; Sound United LLC;2015;2020;5
US10610141B2;US;34;2011-04-15;0000-00-00;2012-05-01;Status Active;G; Dexcom Inc;2011;2012;1
US10656718B2;US;12;2004-07-15;0000-00-00;2004-11-02;Status Active;G; Immersion Corp;2004;2004;0
US10812977B2;US;13;2017-05-01;0000-00-00;2019-12-11;Status Active;H; Huawei Technologies Co Ltd;2017;2019;2
US10727901B2;US;4;2017-06-09;0000-00-00;2017-08-29;Status Active;H; AT&T Intellectual Property I LP;2017;2017;0
US10623860B2;US;49;2004-04-16;0000-00-00;2013-06-14;Status Active;G; Dolby International AB;2004;2013;9
US10630547B2;US;14;2013-10-21;0000-00-00;2020-04-30;Status Active;G; VMware Inc;2013;2020;7
US10819782B2;US;7;2001-12-28;0000-00-00;2004-11-01;Status Active;G; Woodstock Systems LLC;2001;2004;3
US10793591B2;US;42;2012-12-21;0000-00-00;2018-08-29;Status Active;C; Janssen Biopharma Inc;2012;2018;6
US10603494B2;US;85;2009-04-22;0000-00-00;2010-08-13;Status Active;A; Nevro Corp;2009;2010;1
AU2019240555B2;AU;16;2011-08-17;0000-00-00;2019-05-24;Status Active;H; Nicira Inc;2011;2019;8
US10834506B2;US;18;2012-06-29;0000-00-00;2018-09-27;Status Active;H; Finewell Co Ltd;2012;2018;6
US10882180B2;US;4;2008-04-14;0000-00-00;2020-07-01;Status Active;G; Teladoc Health Inc;2008;2020;12
AU2020230246B2;AU;81;2012-06-12;0000-00-00;2020-03-27;Status Active;Y; Sigma Aldrich Co LLC;2012;2020;8
US10709832B2;US;17;2007-07-18;0000-00-00;2008-09-11;Status Active;A; Silk Road Medical Inc;2007;2008;1
US10722239B2;US;15;2003-11-21;0000-00-00;2008-04-15;Status Active;A; Silk Road Medical Inc;2003;2008;5
US10795353B2;US;3;2014-06-19;0000-00-00;2020-08-27;Status Active;G; Skydio Inc;2014;2020;6
US10844970B2;US;7;2011-12-21;0000-00-00;2014-05-03;Status Active;G; Deka Products LP;2011;2014;3
US10813165B2;US;19;2017-09-01;0000-00-00;2019-10-07;Status Active;H; Huawei Technologies Co Ltd;2017;2019;2
US10809099B2;US;10;2003-10-14;0000-00-00;2004-10-04;Status Active;G; Merlin Technology Inc;2003;2004;1
US10834014B2;US;4;2013-03-15;0000-00-00;2013-03-14;Status Active;G; Advanced Elemental Technologies Inc;2013;2013;0
US10685501B2;US;18;2013-01-25;0000-00-00;2020-10-06;Status Active;G; MUNICIPAL PARKING SERVICES Inc;2013;2020;7
US10734574B2;US;5;2015-04-21;0000-00-00;2018-11-08;Status Active;H; Spin Memory Inc;2015;2018;3
US10888747B2;US;17;2008-07-15;0000-00-00;2009-03-31;Status Active;A; TaylorMade Golf Co Inc;2008;2009;1
US10609513B2;US;21;2016-01-06;0000-00-00;2020-02-26;Status Active;G; Tile Inc;2016;2020;4
US10635714B2;US;39;2000-06-11;0000-00-00;2011-02-23;Status Active;G; Nant Holdings IP LLC;2000;2011;11
US10639199B2;US;73;2000-06-11;0000-00-00;2011-02-23;Status Active;G; Nant Holdings IP LLC;2000;2011;11
US10887875B2;US;10;2011-08-04;0000-00-00;2011-05-03;Status Active;H; Sharp Corp;2011;2011;0
US10886602B2;US;10;2015-04-03;0000-00-00;2019-06-05;Status Active;G; LG Electronics Inc;2015;2019;4
US10853582B2;US;6;2012-04-20;0000-00-00;2020-06-12;Status Active;G; Microsoft Technology Licensing LLC;2012;2020;8
US10610675B2;US;14;2005-07-22;0000-00-00;2009-04-02;Status Active;Y; Foundry LLC;2005;2009;4
US10742821B2;US;15;2014-01-11;0000-00-00;2016-06-09;Status Active;G; Somos Inc;2014;2016;2
US10733393B2;US;23;2004-09-07;0000-00-00;2011-03-31;Status Active;G; TRANSCORE (BERMUDA) LICENSE Ltd Amtech Systems LLC;2004;2011;7
US10715655B2;US;7;2009-09-16;0000-00-00;2018-07-24;Status Active;G; Cell Command Inc;2009;2018;9
US10703506B2;US;31;2009-09-09;0000-00-00;2010-02-02;Status Active;B; Aerovironment Inc;2009;2010;1
US10833120B2;US;7;2005-02-08;0000-00-00;2016-09-06;Status Active;G; International Business Machines Corp;2005;2016;11
US10586557B2;US;16;2007-02-26;0000-00-00;2009-05-18;Status Active;G; Dolby Laboratories Licensing Corp;2007;2009;2
US10621478B2;US;46;2017-02-14;0000-00-00;2017-06-28;Status Active;G; Microsoft Technology Licensing LLC;2017;2017;0
US10867072B2;US;4;2016-10-06;0000-00-00;2018-11-05;Status Active;G; OneTrust LLC;2016;2018;2
US10863299B2;US;33;2006-02-06;0000-00-00;2017-06-21;Status Active;G; Dolby International AB;2006;2017;11
US10610599B2;US;36;2009-02-10;0000-00-00;2020-09-07;Status Active;A; Vyne Pharmaceuticals Ltd;2009;2020;11
US10675626B2;US;9;2007-04-19;0000-00-00;2011-04-11;Status Active;G; Harvard College Brandeis University;2007;2011;4
US10855999B2;US;101;2010-04-13;0000-00-00;2014-02-06;Status Active;H; GE Video Compression LLC;2010;2014;4
US10609514B2;US;11;2013-01-29;0000-00-00;2020-02-26;Status Active;G; Tile Inc;2013;2020;7
US10756806B2;US;2;2018-12-13;['2038-12-13'];2019-01-02;Status Active;H; AT&T Intellectual Property I LP;2018;2019;1
US10839484B2;US;9;2008-05-08;0000-00-00;2011-12-26;Status Active;G; Pictometry International Corp;2008;2011;3
US10869102B2;US;7;1999-10-29;0000-00-00;2001-06-28;Status Expire;G; OpenTV Inc;1999;2001;2
US10615211B2;US;22;2010-08-01;0000-00-00;2015-06-28;Status Active;H; Sony Corp;2010;2015;5
US10842512B2;US;5;2010-12-08;0000-00-00;2017-10-17;Status Active;Y; Smith and Nephew Inc;2010;2017;7
AU2020239763B2;AU;9;2016-01-22;0000-00-00;2020-07-23;Status Active;G; Equinix Inc;2016;2020;4
US10646336B2;US;27;2007-12-14;0000-00-00;2019-09-22;Status Active;A; Edwards Lifesciences Corp;2007;2019;12
US10588618B2;US;16;2014-02-12;0000-00-00;2016-08-19;Status Active;A; 4TECH Inc;2014;2016;2
US10887013B2;US;13;2014-04-04;0000-00-00;2015-06-22;Status Active;H; NxGen Partners IP LLC;2014;2015;1
US10771841B2;US;4;2010-02-16;['2030-02-16'];2010-02-16;Status Active;H; Comcast Cable Communications LLC;2010;2010;0
US10701412B2;US;27;2009-04-17;0000-00-00;2020-06-04;Status Active;H; Gracenote Inc;2009;2020;11
US10604538B2;US;117;2008-06-17;0000-00-00;2009-07-13;Status Active;C; Millennium Pharmaceuticals Inc;2008;2009;1
US10632032B1;US;13;2013-03-14;0000-00-00;2020-08-06;Status Active;A; Sleep Number Corp;2013;2020;7
US10492542B1;US;24;2011-09-08;0000-00-00;2020-06-26;Status Active;A; RAI Strategic Holdings Inc;2011;2020;9
US10764735B2;US;14;2014-06-23;0000-00-00;2018-05-02;Status Active;G; Google LLC;2014;2018;4
US10887886B2;US;3;2016-04-18;0000-00-00;2017-04-14;Status Active;H; Electronics and Telecommunications Research Institute ETRI;2016;2017;1
US10713729B2;US;6;2007-02-02;0000-00-00;2010-06-02;Status Active;G; Hartford Fire Insurance Co;2007;2010;3
US10766768B2;US;17;2006-01-20;0000-00-00;2006-02-27;Status Active;B; Sitime Corp;2006;2006;0
US10855431B2;US;12;2009-03-29;0000-00-00;2011-08-17;Status Active;H; LG Electronics Inc;2009;2011;2
US10713011B2;US;5;2014-03-09;0000-00-00;2015-08-24;Status Active;G; Micron Technology Inc;2014;2015;1
US10777742B2;US;2;2013-05-06;0000-00-00;2016-06-03;Status Active;G; SK Hynix Inc;2013;2016;3
US10729813B2;US;7;2007-02-03;0000-00-00;2013-01-18;Status Active;C; University of Pittsburgh;2007;2013;6
US10594040B2;US;4;2016-10-18;0000-00-00;2016-10-11;Status Active;H; AT&T Intellectual Property I LP;2016;2016;0
US10699341B2;US;14;2002-05-03;0000-00-00;2005-08-23;Status Active;G; Trading Technologies International Inc Pablo LLC;2002;2005;3
US10645161B2;US;37;1999-09-21;0000-00-00;2000-12-11;Status Expire;G; Data Scape Ltd;1999;2000;1
US10863295B2;US;10;2014-03-17;0000-00-00;2014-06-27;Status Active;H; Sonos Inc;2014;2014;0
US10567025B2;US;9;2013-03-12;0000-00-00;2017-04-24;Status Active;G; LG Electronics Inc;2013;2017;4
AU2019229342B2;AU;8;2013-03-04;0000-00-00;2019-03-22;Status Active;C; Memorial Sloan Kettering Cancer Center;2013;2019;6
US10849869B2;US;12;2010-10-29;0000-00-00;2012-05-16;Status Active;Y; Biocopea Ltd Infirst Healthcare Ltd;2010;2012;2
US10848490B2;US;12;2014-07-03;0000-00-00;2019-08-16;Status Active;H; Ubiquiti Inc;2014;2019;5
US10889626B2;US;9;2008-08-14;0000-00-00;2010-09-29;Status Active;C; Acceleron Pharma Inc;2008;2010;2
US10646091B2;US;27;2006-05-19;0000-00-00;2009-09-04;Status Active;A; iRobot Corp;2006;2009;3
US10705798B2;US;5;2014-03-09;0000-00-00;2015-08-24;Status Active;G; Micron Technology Inc;2014;2015;1
US10674341B2;US;10;2012-03-30;0000-00-00;2013-03-07;Status Active;G; Brother Industries Ltd;2012;2013;1
US10830920B2;US;20;2011-07-09;0000-00-00;2016-10-31;Status Active;G; Rapiscan Systems Inc;2011;2016;5
US10581154B2;US;4;2017-06-09;0000-00-00;2017-08-29;Status Active;H; AT&T Intellectual Property I LP;2017;2017;0
US10811417B2;US;23;2009-10-30;0000-00-00;2010-10-20;Status Active;G; Semiconductor Energy Laboratory Co Ltd;2009;2010;1
US10791008B2;US;11;2014-06-25;0000-00-00;2017-01-16;Status Active;H; Kandou Labs SA;2014;2017;3
US10824975B2;US;8;2012-11-15;0000-00-00;2020-06-16;Status Active;G; IMPEL IT! Inc;2012;2020;8
